,time,chlor_a,year,month,day,area,state
1409,2011-11-25,1.10613406,2011,11,25,CENTRO_SP,SP
1410,2011-12-03,0.597039461,2011,12,3,CENTRO_SP,SP
1411,2011-12-11,1.08934224,2011,12,11,CENTRO_SP,SP
1412,2011-12-19,0.622443676,2011,12,19,CENTRO_SP,SP
1413,2011-12-27,0.649878561,2011,12,27,CENTRO_SP,SP
1414,2012-01-01,0.739430606,2012,1,1,CENTRO_SP,SP
1415,2012-01-09,0.345061302,2012,1,9,CENTRO_SP,SP
1416,2012-01-17,0.923871875,2012,1,17,CENTRO_SP,SP
1417,2012-01-25,1.35609484,2012,1,25,CENTRO_SP,SP
1418,2012-02-02,0.859244943,2012,2,2,CENTRO_SP,SP
1419,2012-02-10,1.12944245,2012,2,10,CENTRO_SP,SP
1420,2012-02-18,0.826174021,2012,2,18,CENTRO_SP,SP
1421,2012-02-26,1.12315083,2012,2,26,CENTRO_SP,SP
1422,2012-03-05,1.70797861,2012,3,5,CENTRO_SP,SP
1423,2012-03-13,1.50431502,2012,3,13,CENTRO_SP,SP
1424,2012-03-21,0.815924287,2012,3,21,CENTRO_SP,SP
1425,2012-03-29,0.832166731,2012,3,29,CENTRO_SP,SP
1426,2012-04-06,0.765459597,2012,4,6,CENTRO_SP,SP
1427,2012-04-14,1.22699738,2012,4,14,CENTRO_SP,SP
1428,2012-04-22,1.02004552,2012,4,22,CENTRO_SP,SP
1429,2012-04-30,2.0019567,2012,4,30,CENTRO_SP,SP
1430,2012-05-08,1.33151233,2012,5,8,CENTRO_SP,SP
1431,2012-05-16,2.45994091,2012,5,16,CENTRO_SP,SP
1432,2012-05-24,2.65185523,2012,5,24,CENTRO_SP,SP
1433,2012-06-01,1.76666498,2012,6,1,CENTRO_SP,SP
1434,2012-06-09,2.08351493,2012,6,9,CENTRO_SP,SP
1435,2012-06-17,2.55492187,2012,6,17,CENTRO_SP,SP
1436,2012-06-25,6.00437212,2012,6,25,CENTRO_SP,SP
1437,2012-07-03,5.67899418,2012,7,3,CENTRO_SP,SP
1438,2012-07-11,1.71409035,2012,7,11,CENTRO_SP,SP
1439,2012-07-19,3.96208167,2012,7,19,CENTRO_SP,SP
1440,2012-07-27,2.14985037,2012,7,27,CENTRO_SP,SP
1441,2012-08-04,2.04698229,2012,8,4,CENTRO_SP,SP
1442,2012-08-12,1.98570228,2012,8,12,CENTRO_SP,SP
1443,2012-08-20,1.26887047,2012,8,20,CENTRO_SP,SP
1444,2012-08-28,1.62819207,2012,8,28,CENTRO_SP,SP
1445,2012-09-05,1.2491684,2012,9,5,CENTRO_SP,SP
1446,2012-09-13,0.989056289,2012,9,13,CENTRO_SP,SP
1447,2012-09-21,1.81746113,2012,9,21,CENTRO_SP,SP
1448,2012-09-29,2.02331424,2012,9,29,CENTRO_SP,SP
1449,2012-10-07,0.614374518,2012,10,7,CENTRO_SP,SP
1450,2012-10-15,0.852966428,2012,10,15,CENTRO_SP,SP
1451,2012-10-23,1.39602661,2012,10,23,CENTRO_SP,SP
1452,2012-10-31,0.353825778,2012,10,31,CENTRO_SP,SP
1453,2012-11-08,1.38777208,2012,11,8,CENTRO_SP,SP
1454,2012-11-16,1.01239491,2012,11,16,CENTRO_SP,SP
1455,2012-11-24,0.628905296,2012,11,24,CENTRO_SP,SP
1456,2012-12-02,0.585395813,2012,12,2,CENTRO_SP,SP
1457,2012-12-10,0.828356683,2012,12,10,CENTRO_SP,SP
1458,2012-12-18,0.257754177,2012,12,18,CENTRO_SP,SP
1459,2012-12-26,0.223634735,2012,12,26,CENTRO_SP,SP
1460,2013-01-01,0.816203296,2013,1,1,CENTRO_SP,SP
1461,2013-01-09,0.262219876,2013,1,9,CENTRO_SP,SP
1462,2013-01-17,1.65267336,2013,1,17,CENTRO_SP,SP
1463,2013-01-25,0.62242955,2013,1,25,CENTRO_SP,SP
1464,2013-02-02,1.14036655,2013,2,2,CENTRO_SP,SP
1465,2013-02-10,0.909242034,2013,2,10,CENTRO_SP,SP
1466,2013-02-18,0.747827947,2013,2,18,CENTRO_SP,SP
1467,2013-02-26,0.732247353,2013,2,26,CENTRO_SP,SP
1468,2013-03-06,0.734059751,2013,3,6,CENTRO_SP,SP
1469,2013-03-14,-32767.0,2013,3,14,CENTRO_SP,SP
1470,2013-03-22,0.982403755,2013,3,22,CENTRO_SP,SP
1471,2013-03-30,1.32141745,2013,3,30,CENTRO_SP,SP
1472,2013-04-07,1.40990722,2013,4,7,CENTRO_SP,SP
1473,2013-04-15,1.46843684,2013,4,15,CENTRO_SP,SP
1474,2013-04-23,1.43839169,2013,4,23,CENTRO_SP,SP
1475,2013-05-01,1.60112786,2013,5,1,CENTRO_SP,SP
1476,2013-05-09,1.7214582,2013,5,9,CENTRO_SP,SP
1477,2013-05-17,0.751940072,2013,5,17,CENTRO_SP,SP
1478,2013-05-25,1.83677673,2013,5,25,CENTRO_SP,SP
1479,2013-06-02,1.40864956,2013,6,2,CENTRO_SP,SP
1480,2013-06-10,1.20541191,2013,6,10,CENTRO_SP,SP
1481,2013-06-18,1.78852856,2013,6,18,CENTRO_SP,SP
1482,2013-06-26,2.26146865,2013,6,26,CENTRO_SP,SP
1483,2013-07-04,3.7711587,2013,7,4,CENTRO_SP,SP
1484,2013-07-12,5.05863047,2013,7,12,CENTRO_SP,SP
1485,2013-07-20,1.09880805,2013,7,20,CENTRO_SP,SP
1486,2013-07-28,3.5562017,2013,7,28,CENTRO_SP,SP
1487,2013-08-05,2.61134863,2013,8,5,CENTRO_SP,SP
1488,2013-08-13,2.11634016,2013,8,13,CENTRO_SP,SP
1489,2013-08-21,2.28528523,2013,8,21,CENTRO_SP,SP
1490,2013-08-29,2.57030821,2013,8,29,CENTRO_SP,SP
1491,2013-09-06,2.46359634,2013,9,6,CENTRO_SP,SP
1492,2013-09-14,2.11429691,2013,9,14,CENTRO_SP,SP
1493,2013-09-22,1.61907375,2013,9,22,CENTRO_SP,SP
1494,2013-09-30,1.63159263,2013,9,30,CENTRO_SP,SP
1495,2013-10-08,2.16774082,2013,10,8,CENTRO_SP,SP
1496,2013-10-16,0.58562237,2013,10,16,CENTRO_SP,SP
1497,2013-10-24,0.684813857,2013,10,24,CENTRO_SP,SP
1498,2013-11-01,1.26712227,2013,11,1,CENTRO_SP,SP
1499,2013-11-09,2.38582182,2013,11,9,CENTRO_SP,SP
1500,2013-11-17,0.855497718,2013,11,17,CENTRO_SP,SP
1501,2013-11-25,1.98700702,2013,11,25,CENTRO_SP,SP
1502,2013-12-03,1.57841718,2013,12,3,CENTRO_SP,SP
1503,2013-12-11,1.48723483,2013,12,11,CENTRO_SP,SP
1504,2013-12-19,0.971279204,2013,12,19,CENTRO_SP,SP
1505,2013-12-27,0.941544414,2013,12,27,CENTRO_SP,SP
1506,2014-01-01,1.30190015,2014,1,1,CENTRO_SP,SP
1507,2014-01-09,0.960566103,2014,1,9,CENTRO_SP,SP
1508,2014-01-17,1.0889101,2014,1,17,CENTRO_SP,SP
1509,2014-01-25,1.5497396,2014,1,25,CENTRO_SP,SP
1510,2014-02-02,1.03975177,2014,2,2,CENTRO_SP,SP
1511,2014-02-10,1.18267012,2014,2,10,CENTRO_SP,SP
1512,2014-02-18,2.49980712,2014,2,18,CENTRO_SP,SP
1513,2014-02-26,2.02725744,2014,2,26,CENTRO_SP,SP
1514,2014-03-06,1.91435409,2014,3,6,CENTRO_SP,SP
1515,2014-03-14,3.58412743,2014,3,14,CENTRO_SP,SP
1516,2014-03-22,1.52451658,2014,3,22,CENTRO_SP,SP
1517,2014-03-30,1.36812735,2014,3,30,CENTRO_SP,SP
1518,2014-04-07,1.35494494,2014,4,7,CENTRO_SP,SP
1519,2014-04-15,1.89816332,2014,4,15,CENTRO_SP,SP
1520,2014-04-23,2.91739035,2014,4,23,CENTRO_SP,SP
1521,2014-05-01,1.90796149,2014,5,1,CENTRO_SP,SP
1522,2014-05-09,2.01542687,2014,5,9,CENTRO_SP,SP
1523,2014-05-17,1.66778135,2014,5,17,CENTRO_SP,SP
1524,2014-05-25,2.2571342,2014,5,25,CENTRO_SP,SP
1525,2014-06-02,2.21620345,2014,6,2,CENTRO_SP,SP
1526,2014-06-10,2.89455366,2014,6,10,CENTRO_SP,SP
1527,2014-06-18,4.12703228,2014,6,18,CENTRO_SP,SP
1528,2014-06-26,2.76591277,2014,6,26,CENTRO_SP,SP
1529,2014-07-04,1.68874156,2014,7,4,CENTRO_SP,SP
1530,2014-07-12,2.3922472,2014,7,12,CENTRO_SP,SP
1531,2014-07-20,2.85055637,2014,7,20,CENTRO_SP,SP
1532,2014-07-28,2.61943078,2014,7,28,CENTRO_SP,SP
1533,2014-08-05,1.85295582,2014,8,5,CENTRO_SP,SP
1534,2014-08-13,2.596982,2014,8,13,CENTRO_SP,SP
1535,2014-08-21,2.23331666,2014,8,21,CENTRO_SP,SP
1536,2014-08-29,1.60217953,2014,8,29,CENTRO_SP,SP
1537,2014-09-06,1.66101408,2014,9,6,CENTRO_SP,SP
1538,2014-09-14,0.57855773,2014,9,14,CENTRO_SP,SP
1539,2014-09-22,1.38177478,2014,9,22,CENTRO_SP,SP
1540,2014-09-30,1.34063041,2014,9,30,CENTRO_SP,SP
1541,2014-10-08,1.43136358,2014,10,8,CENTRO_SP,SP
1542,2014-10-16,0.208627164,2014,10,16,CENTRO_SP,SP
1543,2014-10-24,1.11399412,2014,10,24,CENTRO_SP,SP
1544,2014-11-01,0.352321744,2014,11,1,CENTRO_SP,SP
1545,2014-11-09,0.847323358,2014,11,9,CENTRO_SP,SP
1546,2014-11-17,0.458181173,2014,11,17,CENTRO_SP,SP
1547,2014-11-25,0.947760999,2014,11,25,CENTRO_SP,SP
1548,2014-12-03,0.88149339,2014,12,3,CENTRO_SP,SP
1549,2014-12-11,1.18515825,2014,12,11,CENTRO_SP,SP
1550,2014-12-19,0.670217276,2014,12,19,CENTRO_SP,SP
1551,2014-12-27,0.358289599,2014,12,27,CENTRO_SP,SP
1552,2015-01-01,1.87413168,2015,1,1,CENTRO_SP,SP
1553,2015-01-09,0.745048046,2015,1,9,CENTRO_SP,SP
1554,2015-01-17,0.893447459,2015,1,17,CENTRO_SP,SP
1555,2015-01-25,0.215797782,2015,1,25,CENTRO_SP,SP
1556,2015-02-02,1.84139824,2015,2,2,CENTRO_SP,SP
1557,2015-02-10,0.309069991,2015,2,10,CENTRO_SP,SP
1558,2015-02-18,2.08980465,2015,2,18,CENTRO_SP,SP
1559,2015-02-26,1.63630402,2015,2,26,CENTRO_SP,SP
1560,2015-03-06,0.820620835,2015,3,6,CENTRO_SP,SP
1561,2015-03-14,0.465746582,2015,3,14,CENTRO_SP,SP
1562,2015-03-22,3.43775392,2015,3,22,CENTRO_SP,SP
1563,2015-03-30,1.86973584,2015,3,30,CENTRO_SP,SP
1564,2015-04-07,1.97279346,2015,4,7,CENTRO_SP,SP
1565,2015-04-15,1.02290976,2015,4,15,CENTRO_SP,SP
1566,2015-04-23,1.86362159,2015,4,23,CENTRO_SP,SP
1567,2015-05-01,1.86904597,2015,5,1,CENTRO_SP,SP
1568,2015-05-09,2.60660672,2015,5,9,CENTRO_SP,SP
1569,2015-05-17,1.74461854,2015,5,17,CENTRO_SP,SP
1570,2015-05-25,1.62386239,2015,5,25,CENTRO_SP,SP
1571,2015-06-02,1.94255412,2015,6,2,CENTRO_SP,SP
1572,2015-06-10,2.07316947,2015,6,10,CENTRO_SP,SP
1573,2015-06-18,2.67839003,2015,6,18,CENTRO_SP,SP
1574,2015-06-26,2.354954,2015,6,26,CENTRO_SP,SP
1575,2015-07-04,2.21403837,2015,7,4,CENTRO_SP,SP
1576,2015-07-12,1.97508681,2015,7,12,CENTRO_SP,SP
1577,2015-07-20,1.86503136,2015,7,20,CENTRO_SP,SP
1578,2015-07-28,1.93331146,2015,7,28,CENTRO_SP,SP
1579,2015-08-05,1.43460035,2015,8,5,CENTRO_SP,SP
1580,2015-08-13,1.2115407,2015,8,13,CENTRO_SP,SP
1581,2015-08-21,0.960859239,2015,8,21,CENTRO_SP,SP
1582,2015-08-29,1.44927108,2015,8,29,CENTRO_SP,SP
1583,2015-09-06,0.670824766,2015,9,6,CENTRO_SP,SP
1584,2015-09-14,1.93975449,2015,9,14,CENTRO_SP,SP
1585,2015-09-22,0.508399725,2015,9,22,CENTRO_SP,SP
1586,2015-09-30,1.26099098,2015,9,30,CENTRO_SP,SP
1587,2015-10-08,0.751498699,2015,10,8,CENTRO_SP,SP
1588,2015-10-16,-32767.0,2015,10,16,CENTRO_SP,SP
1589,2015-10-24,1.07441044,2015,10,24,CENTRO_SP,SP
1590,2015-11-01,-32767.0,2015,11,1,CENTRO_SP,SP
1591,2015-11-09,0.869478762,2015,11,9,CENTRO_SP,SP
1592,2015-11-17,0.498924106,2015,11,17,CENTRO_SP,SP
1593,2015-11-25,0.491343498,2015,11,25,CENTRO_SP,SP
1594,2015-12-03,0.745974123,2015,12,3,CENTRO_SP,SP
1595,2015-12-11,0.967557311,2015,12,11,CENTRO_SP,SP
1596,2015-12-19,0.713982046,2015,12,19,CENTRO_SP,SP
1597,2015-12-27,0.950979054,2015,12,27,CENTRO_SP,SP
1598,2016-01-01,3.42112923,2016,1,1,CENTRO_SP,SP
1599,2016-01-09,1.36682272,2016,1,9,CENTRO_SP,SP
1600,2016-01-17,1.46738875,2016,1,17,CENTRO_SP,SP
1601,2016-01-25,2.21594,2016,1,25,CENTRO_SP,SP
1602,2016-02-02,1.30745268,2016,2,2,CENTRO_SP,SP
1603,2016-02-10,1.84587836,2016,2,10,CENTRO_SP,SP
1604,2016-02-18,1.07988262,2016,2,18,CENTRO_SP,SP
1605,2016-02-26,2.08518291,2016,2,26,CENTRO_SP,SP
1606,2016-03-05,0.928135633,2016,3,5,CENTRO_SP,SP
1607,2016-03-13,2.99561024,2016,3,13,CENTRO_SP,SP
1608,2016-03-21,2.17470098,2016,3,21,CENTRO_SP,SP
1609,2016-03-29,1.91187227,2016,3,29,CENTRO_SP,SP
1610,2016-04-06,1.4476223,2016,4,6,CENTRO_SP,SP
1611,2016-04-14,1.63894117,2016,4,14,CENTRO_SP,SP
1612,2016-04-22,1.74500692,2016,4,22,CENTRO_SP,SP
1613,2016-04-30,1.76388979,2016,4,30,CENTRO_SP,SP
1614,2016-05-08,1.21325779,2016,5,8,CENTRO_SP,SP
1615,2016-05-16,1.45055425,2016,5,16,CENTRO_SP,SP
1616,2016-05-24,1.55008256,2016,5,24,CENTRO_SP,SP
1617,2016-06-01,10.0581198,2016,6,1,CENTRO_SP,SP
1618,2016-06-09,3.96005177,2016,6,9,CENTRO_SP,SP
1619,2016-06-17,2.08991981,2016,6,17,CENTRO_SP,SP
1620,2016-06-25,2.01570892,2016,6,25,CENTRO_SP,SP
1621,2016-07-03,5.47422886,2016,7,3,CENTRO_SP,SP
1622,2016-07-11,9.44094086,2016,7,11,CENTRO_SP,SP
1623,2016-07-19,3.12127924,2016,7,19,CENTRO_SP,SP
1624,2016-07-27,3.79398346,2016,7,27,CENTRO_SP,SP
1625,2016-08-04,9.5459919,2016,8,4,CENTRO_SP,SP
1626,2016-08-12,2.98168969,2016,8,12,CENTRO_SP,SP
1627,2016-08-20,3.33578539,2016,8,20,CENTRO_SP,SP
1628,2016-08-28,4.1066637,2016,8,28,CENTRO_SP,SP
1629,2016-09-05,3.04998493,2016,9,5,CENTRO_SP,SP
1630,2016-09-13,0.825942814,2016,9,13,CENTRO_SP,SP
1631,2016-09-21,1.7762897,2016,9,21,CENTRO_SP,SP
1632,2016-09-29,0.650538445,2016,9,29,CENTRO_SP,SP
1633,2016-10-07,1.30743539,2016,10,7,CENTRO_SP,SP
1634,2016-10-15,0.650019526,2016,10,15,CENTRO_SP,SP
1635,2016-10-23,1.08008993,2016,10,23,CENTRO_SP,SP
1636,2016-10-31,1.51737595,2016,10,31,CENTRO_SP,SP
1637,2016-11-08,1.41863894,2016,11,8,CENTRO_SP,SP
1638,2016-11-16,1.66637063,2016,11,16,CENTRO_SP,SP
1639,2016-11-24,0.567344964,2016,11,24,CENTRO_SP,SP
1640,2016-12-02,1.11584795,2016,12,2,CENTRO_SP,SP
1641,2016-12-10,0.427011073,2016,12,10,CENTRO_SP,SP
1642,2016-12-18,1.0872792,2016,12,18,CENTRO_SP,SP
1643,2016-12-26,0.974151015,2016,12,26,CENTRO_SP,SP
1644,2017-01-01,0.708308399,2017,1,1,CENTRO_SP,SP
1645,2017-01-09,1.05439067,2017,1,9,CENTRO_SP,SP
1646,2017-01-17,3.87580538,2017,1,17,CENTRO_SP,SP
1647,2017-01-25,1.38987863,2017,1,25,CENTRO_SP,SP
1648,2017-02-02,2.25446725,2017,2,2,CENTRO_SP,SP
1649,2017-02-10,1.67273951,2017,2,10,CENTRO_SP,SP
1650,2017-02-18,2.11410213,2017,2,18,CENTRO_SP,SP
1651,2017-02-26,0.835340619,2017,2,26,CENTRO_SP,SP
1652,2017-03-06,1.22752261,2017,3,6,CENTRO_SP,SP
1653,2017-03-14,2.08236361,2017,3,14,CENTRO_SP,SP
1654,2017-03-22,2.14751291,2017,3,22,CENTRO_SP,SP
1655,2017-03-30,2.173913,2017,3,30,CENTRO_SP,SP
1656,2017-04-07,1.73090446,2017,4,7,CENTRO_SP,SP
1657,2017-04-15,2.0553987,2017,4,15,CENTRO_SP,SP
1658,2017-04-23,1.28800583,2017,4,23,CENTRO_SP,SP
1659,2017-05-01,1.36282194,2017,5,1,CENTRO_SP,SP
1660,2017-05-09,1.66163516,2017,5,9,CENTRO_SP,SP
1661,2017-05-17,1.06735492,2017,5,17,CENTRO_SP,SP
1662,2017-05-25,1.92224741,2017,5,25,CENTRO_SP,SP
1663,2017-06-02,1.39429152,2017,6,2,CENTRO_SP,SP
1664,2017-06-10,2.51421356,2017,6,10,CENTRO_SP,SP
1665,2017-06-18,2.24878311,2017,6,18,CENTRO_SP,SP
1666,2017-06-26,2.13743329,2017,6,26,CENTRO_SP,SP
1667,2017-07-04,2.00145316,2017,7,4,CENTRO_SP,SP
1668,2017-07-12,1.7025497,2017,7,12,CENTRO_SP,SP
1669,2017-07-20,1.92621768,2017,7,20,CENTRO_SP,SP
1670,2017-07-28,1.54392123,2017,7,28,CENTRO_SP,SP
1671,2017-08-05,2.05150294,2017,8,5,CENTRO_SP,SP
1672,2017-08-13,2.28294253,2017,8,13,CENTRO_SP,SP
1673,2017-08-21,2.56953597,2017,8,21,CENTRO_SP,SP
1674,2017-08-29,2.02550364,2017,8,29,CENTRO_SP,SP
1675,2017-09-06,1.48178387,2017,9,6,CENTRO_SP,SP
1676,2017-09-14,1.32856226,2017,9,14,CENTRO_SP,SP
1677,2017-09-22,0.76495266,2017,9,22,CENTRO_SP,SP
1678,2017-09-30,1.19008577,2017,9,30,CENTRO_SP,SP
1679,2017-10-08,0.383907467,2017,10,8,CENTRO_SP,SP
1680,2017-10-16,2.10338449,2017,10,16,CENTRO_SP,SP
1681,2017-10-24,1.24482954,2017,10,24,CENTRO_SP,SP
1682,2017-11-01,1.27467597,2017,11,1,CENTRO_SP,SP
1683,2017-11-09,1.29634345,2017,11,9,CENTRO_SP,SP
1684,2017-11-17,-32767.0,2017,11,17,CENTRO_SP,SP
1685,2017-11-25,1.49119556,2017,11,25,CENTRO_SP,SP
1686,2017-12-03,0.823481798,2017,12,3,CENTRO_SP,SP
1687,2017-12-11,0.545925379,2017,12,11,CENTRO_SP,SP
1688,2017-12-19,0.167512476,2017,12,19,CENTRO_SP,SP
1689,2017-12-27,0.190622151,2017,12,27,CENTRO_SP,SP
1690,2018-01-01,0.22120975,2018,1,1,CENTRO_SP,SP
1691,2018-01-09,2.21270943,2018,1,9,CENTRO_SP,SP
1692,2018-01-17,1.2027235,2018,1,17,CENTRO_SP,SP
1693,2018-01-25,1.19561207,2018,1,25,CENTRO_SP,SP
1694,2018-02-02,2.80917978,2018,2,2,CENTRO_SP,SP
1695,2018-02-10,1.36735117,2018,2,10,CENTRO_SP,SP
1696,2018-02-18,1.08871734,2018,2,18,CENTRO_SP,SP
1697,2018-02-26,0.550475001,2018,2,26,CENTRO_SP,SP
1698,2018-03-06,1.44864309,2018,3,6,CENTRO_SP,SP
1699,2018-03-14,1.86680973,2018,3,14,CENTRO_SP,SP
1700,2018-03-22,2.72189808,2018,3,22,CENTRO_SP,SP
1701,2018-03-30,1.53755581,2018,3,30,CENTRO_SP,SP
1702,2018-04-07,1.55909753,2018,4,7,CENTRO_SP,SP
1703,2018-04-15,1.85973454,2018,4,15,CENTRO_SP,SP
1704,2018-04-23,1.16577423,2018,4,23,CENTRO_SP,SP
1705,2018-05-01,1.22123706,2018,5,1,CENTRO_SP,SP
1706,2018-05-09,1.53897822,2018,5,9,CENTRO_SP,SP
1707,2018-05-17,1.38586831,2018,5,17,CENTRO_SP,SP
1708,2018-05-25,1.66720295,2018,5,25,CENTRO_SP,SP
1709,2018-06-02,0.839930296,2018,6,2,CENTRO_SP,SP
1710,2018-06-10,1.68721473,2018,6,10,CENTRO_SP,SP
1711,2018-06-18,2.37812734,2018,6,18,CENTRO_SP,SP
1712,2018-06-26,0.938921273,2018,6,26,CENTRO_SP,SP
1713,2018-07-04,1.40367019,2018,7,4,CENTRO_SP,SP
1714,2018-07-12,1.45726764,2018,7,12,CENTRO_SP,SP
1715,2018-07-20,1.50466239,2018,7,20,CENTRO_SP,SP
1716,2018-07-28,1.64660156,2018,7,28,CENTRO_SP,SP
1717,2018-08-05,1.67387772,2018,8,5,CENTRO_SP,SP
1718,2018-08-13,1.70825207,2018,8,13,CENTRO_SP,SP
1719,2018-08-21,1.2379787,2018,8,21,CENTRO_SP,SP
1720,2018-08-29,2.14614868,2018,8,29,CENTRO_SP,SP
1721,2018-09-06,1.85337591,2018,9,6,CENTRO_SP,SP
1722,2018-09-14,1.00783813,2018,9,14,CENTRO_SP,SP
1723,2018-09-22,1.11202633,2018,9,22,CENTRO_SP,SP
1724,2018-09-30,0.63680023,2018,9,30,CENTRO_SP,SP
1725,2018-10-08,-32767.0,2018,10,8,CENTRO_SP,SP
1726,2018-10-16,1.26114786,2018,10,16,CENTRO_SP,SP
1727,2018-10-24,0.786015868,2018,10,24,CENTRO_SP,SP
1728,2018-11-01,-32767.0,2018,11,1,CENTRO_SP,SP
1729,2018-11-09,1.2149291,2018,11,9,CENTRO_SP,SP
1730,2018-11-17,3.1384933,2018,11,17,CENTRO_SP,SP
1731,2018-11-25,0.204789311,2018,11,25,CENTRO_SP,SP
1732,2018-12-03,1.7134825,2018,12,3,CENTRO_SP,SP
1733,2018-12-11,1.70118093,2018,12,11,CENTRO_SP,SP
1734,2018-12-19,0.272954762,2018,12,19,CENTRO_SP,SP
1735,2018-12-27,0.720104516,2018,12,27,CENTRO_SP,SP
1736,2019-01-01,0.562534034,2019,1,1,CENTRO_SP,SP
1737,2019-01-09,0.807474375,2019,1,9,CENTRO_SP,SP
1738,2019-01-17,1.20535815,2019,1,17,CENTRO_SP,SP
1739,2019-01-25,3.88727474,2019,1,25,CENTRO_SP,SP
1740,2019-02-02,2.2475698,2019,2,2,CENTRO_SP,SP
1741,2019-02-10,1.57914305,2019,2,10,CENTRO_SP,SP
1742,2019-02-18,3.67583513,2019,2,18,CENTRO_SP,SP
1743,2019-02-26,2.38936615,2019,2,26,CENTRO_SP,SP
1744,2019-03-06,3.45596194,2019,3,6,CENTRO_SP,SP
1745,2019-03-14,1.22690129,2019,3,14,CENTRO_SP,SP
1746,2019-03-22,2.66975689,2019,3,22,CENTRO_SP,SP
1747,2019-03-30,1.86633742,2019,3,30,CENTRO_SP,SP
1748,2019-04-07,1.97286451,2019,4,7,CENTRO_SP,SP
1749,2019-04-15,2.15231061,2019,4,15,CENTRO_SP,SP
1750,2019-04-23,2.73888969,2019,4,23,CENTRO_SP,SP
1751,2019-05-01,1.58970797,2019,5,1,CENTRO_SP,SP
1752,2019-05-09,2.35664392,2019,5,9,CENTRO_SP,SP
1753,2019-05-17,2.26153874,2019,5,17,CENTRO_SP,SP
1754,2019-05-25,2.94043469,2019,5,25,CENTRO_SP,SP
1755,2019-06-02,5.24323797,2019,6,2,CENTRO_SP,SP
1756,2019-06-10,7.75135899,2019,6,10,CENTRO_SP,SP
1757,2019-06-18,5.80018568,2019,6,18,CENTRO_SP,SP
1758,2019-06-26,2.59272194,2019,6,26,CENTRO_SP,SP
1759,2019-07-04,2.91335154,2019,7,4,CENTRO_SP,SP
1760,2019-07-12,3.52088952,2019,7,12,CENTRO_SP,SP
1761,2019-07-20,2.51069427,2019,7,20,CENTRO_SP,SP
1762,2019-07-28,2.22188115,2019,7,28,CENTRO_SP,SP
1763,2019-08-05,2.18088603,2019,8,5,CENTRO_SP,SP
1764,2019-08-13,2.42986369,2019,8,13,CENTRO_SP,SP
1765,2019-08-21,1.89970875,2019,8,21,CENTRO_SP,SP
1766,2019-08-29,1.65499997,2019,8,29,CENTRO_SP,SP
1767,2019-09-06,3.66483426,2019,9,6,CENTRO_SP,SP
1768,2019-09-14,1.14385343,2019,9,14,CENTRO_SP,SP
1769,2019-09-22,1.64302957,2019,9,22,CENTRO_SP,SP
1770,2019-09-30,1.78831005,2019,9,30,CENTRO_SP,SP
1771,2019-10-08,0.527403891,2019,10,8,CENTRO_SP,SP
1772,2019-10-16,1.69649458,2019,10,16,CENTRO_SP,SP
1773,2019-10-24,1.27592063,2019,10,24,CENTRO_SP,SP
1774,2019-11-01,1.150599,2019,11,1,CENTRO_SP,SP
1775,2019-11-09,0.300179094,2019,11,9,CENTRO_SP,SP
1776,2019-11-17,1.0538733,2019,11,17,CENTRO_SP,SP
1777,2019-11-25,0.898093343,2019,11,25,CENTRO_SP,SP
1778,2019-12-03,0.414640516,2019,12,3,CENTRO_SP,SP
1779,2019-12-11,0.578428447,2019,12,11,CENTRO_SP,SP
1780,2019-12-19,1.36264014,2019,12,19,CENTRO_SP,SP
1781,2019-12-27,1.10533929,2019,12,27,CENTRO_SP,SP
1782,2020-01-01,1.45456719,2020,1,1,CENTRO_SP,SP
1783,2020-01-09,0.483980268,2020,1,9,CENTRO_SP,SP
1784,2020-01-17,0.280553967,2020,1,17,CENTRO_SP,SP
1785,2020-01-25,1.20759237,2020,1,25,CENTRO_SP,SP
1786,2020-02-02,0.898244739,2020,2,2,CENTRO_SP,SP
1787,2020-02-10,1.03321779,2020,2,10,CENTRO_SP,SP
1788,2020-02-18,0.878976583,2020,2,18,CENTRO_SP,SP
1789,2020-02-26,0.159999788,2020,2,26,CENTRO_SP,SP
1790,2020-03-05,2.73574662,2020,3,5,CENTRO_SP,SP
1791,2020-03-13,1.17713833,2020,3,13,CENTRO_SP,SP
1792,2020-03-21,1.25398231,2020,3,21,CENTRO_SP,SP
1793,2020-03-29,0.930447876,2020,3,29,CENTRO_SP,SP
1794,2020-04-06,1.60381126,2020,4,6,CENTRO_SP,SP
1795,2020-04-14,1.45530903,2020,4,14,CENTRO_SP,SP
1796,2020-04-22,1.40679908,2020,4,22,CENTRO_SP,SP
1797,2020-04-30,1.07272625,2020,4,30,CENTRO_SP,SP
1798,2020-05-08,1.9250381,2020,5,8,CENTRO_SP,SP
1799,2020-05-16,1.42729795,2020,5,16,CENTRO_SP,SP
1800,2020-05-24,1.56182551,2020,5,24,CENTRO_SP,SP
1801,2020-06-01,2.21978784,2020,6,1,CENTRO_SP,SP
1802,2020-06-09,1.57075608,2020,6,9,CENTRO_SP,SP
1803,2020-06-17,1.84709084,2020,6,17,CENTRO_SP,SP
1804,2020-06-25,1.69414568,2020,6,25,CENTRO_SP,SP
1805,2020-07-03,2.00907612,2020,7,3,CENTRO_SP,SP
1806,2020-07-11,2.06301975,2020,7,11,CENTRO_SP,SP
1807,2020-07-19,2.90821338,2020,7,19,CENTRO_SP,SP
